date,city,product,category,tier,population_weight,demand_units
2022-06-06,Ichalkaranji,Omeprazole,gastro,tier2,0.13,78
2022-06-06,Ichalkaranji,Amoxicillin,antibiotic,tier2,0.13,61
2022-06-06,Ichalkaranji,Vitamin D3,chronic,tier2,0.13,38
2022-06-06,Ichalkaranji,Ibuprofen,fever_cold,tier2,0.13,56
2022-06-06,Bid,Paracetamol,fever_cold,tier2,0.12,61
2022-06-06,Bid,Azithromycin,antibiotic,tier2,0.12,44
2022-06-06,Bid,ORS Sachets,OTC,tier2,0.12,140
2022-06-06,Bid,Cetirizine,OTC,tier2,0.12,72
2022-06-06,Bid,Metformin,chronic,tier2,0.12,50
2022-06-06,Bid,Insulin Glargine,chronic,tier2,0.12,29
2022-06-06,Bid,Omeprazole,gastro,tier2,0.12,64
2022-06-06,Bid,Amoxicillin,antibiotic,tier2,0.12,58
2022-06-06,Bid,Vitamin D3,chronic,tier2,0.12,37
2022-06-06,Bid,Ibuprofen,fever_cold,tier2,0.12,65
2022-06-13,Mumbai,Paracetamol,fever_cold,metro,1.0,1761
2022-06-13,Mumbai,Azithromycin,antibiotic,metro,1.0,1335
2022-06-13,Mumbai,ORS Sachets,OTC,metro,1.0,4483
2022-06-13,Mumbai,Cetirizine,OTC,metro,1.0,3125
2022-06-13,Mumbai,Metformin,chronic,metro,1.0,1324
2022-06-13,Mumbai,Insulin Glargine,chronic,metro,1.0,790
2022-06-13,Mumbai,Omeprazole,gastro,metro,1.0,1757
2022-06-13,Mumbai,Amoxicillin,antibiotic,metro,1.0,1482
2022-06-13,Mumbai,Vitamin D3,chronic,metro,1.0,1034
2022-06-13,Mumbai,Ibuprofen,fever_cold,metro,1.0,1466
2022-06-13,Pune,Paracetamol,fever_cold,metro,0.75,1359
2022-06-13,Pune,Azithromycin,antibiotic,metro,0.75,682
2022-06-13,Pune,ORS Sachets,OTC,metro,0.75,3284
2022-06-13,Pune,Cetirizine,OTC,metro,0.75,1900
2022-06-13,Pune,Metformin,chronic,metro,0.75,1053
2022-06-13,Pune,Insulin Glargine,chronic,metro,0.75,591
2022-06-13,Pune,Omeprazole,gastro,metro,0.75,1521
2022-06-13,Pune,Amoxicillin,antibiotic,metro,0.75,692
2022-06-13,Pune,Vitamin D3,chronic,metro,0.75,749
2022-06-13,Pune,Ibuprofen,fever_cold,metro,0.75,1187
2022-06-13,Nagpur,Paracetamol,fever_cold,tier1,0.55,520
2022-06-13,Nagpur,Azithromycin,antibiotic,tier1,0.55,438
2022-06-13,Nagpur,ORS Sachets,OTC,tier1,0.55,944
2022-06-13,Nagpur,Cetirizine,OTC,tier1,0.55,892
2022-06-13,Nagpur,Metformin,chronic,tier1,0.55,431
2022-06-13,Nagpur,Insulin Glargine,chronic,tier1,0.55,257
2022-06-13,Nagpur,Omeprazole,gastro,tier1,0.55,514
2022-06-13,Nagpur,Amoxicillin,antibiotic,tier1,0.55,386
2022-06-13,Nagpur,Vitamin D3,chronic,tier1,0.55,319
2022-06-13,Nagpur,Ibuprofen,fever_cold,tier1,0.55,505
2022-06-13,Thane,Paracetamol,fever_cold,tier1,0.5,419
2022-06-13,Thane,Azithromycin,antibiotic,tier1,0.5,309
2022-06-13,Thane,ORS Sachets,OTC,tier1,0.5,1047
2022-06-13,Thane,Cetirizine,OTC,tier1,0.5,817
2022-06-13,Thane,Metformin,chronic,tier1,0.5,372
2022-06-13,Thane,Insulin Glargine,chronic,tier1,0.5,188
2022-06-13,Thane,Omeprazole,gastro,tier1,0.5,527
2022-06-13,Thane,Amoxicillin,antibiotic,tier1,0.5,329
2022-06-13,Thane,Vitamin D3,chronic,tier1,0.5,247
2022-06-13,Thane,Ibuprofen,fever_cold,tier1,0.5,315
2022-06-13,Nashik,Paracetamol,fever_cold,tier1,0.42,450
2022-06-13,Nashik,Azithromycin,antibiotic,tier1,0.42,281
2022-06-13,Nashik,ORS Sachets,OTC,tier1,0.42,803
2022-06-13,Nashik,Cetirizine,OTC,tier1,0.42,728
2022-06-13,Nashik,Metformin,chronic,tier1,0.42,334
2022-06-13,Nashik,Insulin Glargine,chronic,tier1,0.42,200
2022-06-13,Nashik,Omeprazole,gastro,tier1,0.42,362
2022-06-13,Nashik,Amoxicillin,antibiotic,tier1,0.42,322
2022-06-13,Nashik,Vitamin D3,chronic,tier1,0.42,212
2022-06-13,Nashik,Ibuprofen,fever_cold,tier1,0.42,361
2022-06-13,Aurangabad,Paracetamol,fever_cold,tier1,0.38,367
2022-06-13,Aurangabad,Azithromycin,antibiotic,tier1,0.38,270
2022-06-13,Aurangabad,ORS Sachets,OTC,tier1,0.38,758
2022-06-13,Aurangabad,Cetirizine,OTC,tier1,0.38,607
2022-06-13,Aurangabad,Metformin,chronic,tier1,0.38,303
2022-06-13,Aurangabad,Insulin Glargine,chronic,tier1,0.38,185
2022-06-13,Aurangabad,Omeprazole,gastro,tier1,0.38,368
2022-06-13,Aurangabad,Amoxicillin,antibiotic,tier1,0.38,260
2022-06-13,Aurangabad,Vitamin D3,chronic,tier1,0.38,212
2022-06-13,Aurangabad,Ibuprofen,fever_cold,tier1,0.38,308
2022-06-13,Solapur,Paracetamol,fever_cold,tier2,0.3,186
2022-06-13,Solapur,Azithromycin,antibiotic,tier2,0.3,104
2022-06-13,Solapur,ORS Sachets,OTC,tier2,0.3,297
2022-06-13,Solapur,Cetirizine,OTC,tier2,0.3,229
2022-06-13,Solapur,Metformin,chronic,tier2,0.3,131
2022-06-13,Solapur,Insulin Glargine,chronic,tier2,0.3,71
2022-06-13,Solapur,Omeprazole,gastro,tier2,0.3,153
2022-06-13,Solapur,Amoxicillin,antibiotic,tier2,0.3,151
2022-06-13,Solapur,Vitamin D3,chronic,tier2,0.3,86
2022-06-13,Solapur,Ibuprofen,fever_cold,tier2,0.3,145
2022-06-13,Kolhapur,Paracetamol,fever_cold,tier2,0.28,161
2022-06-13,Kolhapur,Azithromycin,antibiotic,tier2,0.28,81
2022-06-13,Kolhapur,ORS Sachets,OTC,tier2,0.28,324
2022-06-13,Kolhapur,Cetirizine,OTC,tier2,0.28,198
2022-06-13,Kolhapur,Metformin,chronic,tier2,0.28,122
2022-06-13,Kolhapur,Insulin Glargine,chronic,tier2,0.28,64
2022-06-13,Kolhapur,Omeprazole,gastro,tier2,0.28,163
2022-06-13,Kolhapur,Amoxicillin,antibiotic,tier2,0.28,133
2022-06-13,Kolhapur,Vitamin D3,chronic,tier2,0.28,88
2022-06-13,Kolhapur,Ibuprofen,fever_cold,tier2,0.28,138
2022-06-13,Amravati,Paracetamol,fever_cold,tier2,0.25,132
2022-06-13,Amravati,Azithromycin,antibiotic,tier2,0.25,84
2022-06-13,Amravati,ORS Sachets,OTC,tier2,0.25,330
2022-06-13,Amravati,Cetirizine,OTC,tier2,0.25,186
2022-06-13,Amravati,Metformin,chronic,tier2,0.25,100
2022-06-13,Amravati,Insulin Glargine,chronic,tier2,0.25,62
2022-06-13,Amravati,Omeprazole,gastro,tier2,0.25,126
2022-06-13,Amravati,Amoxicillin,antibiotic,tier2,0.25,93
2022-06-13,Amravati,Vitamin D3,chronic,tier2,0.25,70
2022-06-13,Amravati,Ibuprofen,fever_cold,tier2,0.25,114
2022-06-13,Nanded,Paracetamol,fever_cold,tier2,0.22,118
2022-06-13,Nanded,Azithromycin,antibiotic,tier2,0.22,82
2022-06-13,Nanded,ORS Sachets,OTC,tier2,0.22,272
2022-06-13,Nanded,Cetirizine,OTC,tier2,0.22,189
2022-06-13,Nanded,Metformin,chronic,tier2,0.22,92
2022-06-13,Nanded,Insulin Glargine,chronic,tier2,0.22,52
2022-06-13,Nanded,Omeprazole,gastro,tier2,0.22,126
2022-06-13,Nanded,Amoxicillin,antibiotic,tier2,0.22,107
2022-06-13,Nanded,Vitamin D3,chronic,tier2,0.22,66
2022-06-13,Nanded,Ibuprofen,fever_cold,tier2,0.22,101
2022-06-13,Sangli,Paracetamol,fever_cold,tier2,0.2,97
2022-06-13,Sangli,Azithromycin,antibiotic,tier2,0.2,60
2022-06-13,Sangli,ORS Sachets,OTC,tier2,0.2,238
2022-06-13,Sangli,Cetirizine,OTC,tier2,0.2,173
2022-06-13,Sangli,Metformin,chronic,tier2,0.2,86
2022-06-13,Sangli,Insulin Glargine,chronic,tier2,0.2,48
2022-06-13,Sangli,Omeprazole,gastro,tier2,0.2,125
2022-06-13,Sangli,Amoxicillin,antibiotic,tier2,0.2,79
2022-06-13,Sangli,Vitamin D3,chronic,tier2,0.2,63
2022-06-13,Sangli,Ibuprofen,fever_cold,tier2,0.2,96
2022-06-13,Jalgaon,Paracetamol,fever_cold,tier2,0.22,112
2022-06-13,Jalgaon,Azithromycin,antibiotic,tier2,0.22,85
2022-06-13,Jalgaon,ORS Sachets,OTC,tier2,0.22,252
2022-06-13,Jalgaon,Cetirizine,OTC,tier2,0.22,186
2022-06-13,Jalgaon,Metformin,chronic,tier2,0.22,93
2022-06-13,Jalgaon,Insulin Glargine,chronic,tier2,0.22,53
2022-06-13,Jalgaon,Omeprazole,gastro,tier2,0.22,149
2022-06-13,Jalgaon,Amoxicillin,antibiotic,tier2,0.22,106
2022-06-13,Jalgaon,Vitamin D3,chronic,tier2,0.22,68
2022-06-13,Jalgaon,Ibuprofen,fever_cold,tier2,0.22,107
2022-06-13,Akola,Paracetamol,fever_cold,tier2,0.18,107
2022-06-13,Akola,Azithromycin,antibiotic,tier2,0.18,69
2022-06-13,Akola,ORS Sachets,OTC,tier2,0.18,195
2022-06-13,Akola,Cetirizine,OTC,tier2,0.18,140
2022-06-13,Akola,Metformin,chronic,tier2,0.18,75
2022-06-13,Akola,Insulin Glargine,chronic,tier2,0.18,36
2022-06-13,Akola,Omeprazole,gastro,tier2,0.18,100
2022-06-13,Akola,Amoxicillin,antibiotic,tier2,0.18,71
2022-06-13,Akola,Vitamin D3,chronic,tier2,0.18,58
2022-06-13,Akola,Ibuprofen,fever_cold,tier2,0.18,87
2022-06-13,Latur,Paracetamol,fever_cold,tier2,0.17,81
2022-06-13,Latur,Azithromycin,antibiotic,tier2,0.17,61
2022-06-13,Latur,ORS Sachets,OTC,tier2,0.17,155
2022-06-13,Latur,Cetirizine,OTC,tier2,0.17,146
2022-06-13,Latur,Metformin,chronic,tier2,0.17,72
2022-06-13,Latur,Insulin Glargine,chronic,tier2,0.17,43
2022-06-13,Latur,Omeprazole,gastro,tier2,0.17,85
2022-06-13,Latur,Amoxicillin,antibiotic,tier2,0.17,72
2022-06-13,Latur,Vitamin D3,chronic,tier2,0.17,48
2022-06-13,Latur,Ibuprofen,fever_cold,tier2,0.17,87
2022-06-13,Dhule,Paracetamol,fever_cold,tier2,0.16,91
2022-06-13,Dhule,Azithromycin,antibiotic,tier2,0.16,61
2022-06-13,Dhule,ORS Sachets,OTC,tier2,0.16,173
2022-06-13,Dhule,Cetirizine,OTC,tier2,0.16,136
2022-06-13,Dhule,Metformin,chronic,tier2,0.16,73
2022-06-13,Dhule,Insulin Glargine,chronic,tier2,0.16,38
2022-06-13,Dhule,Omeprazole,gastro,tier2,0.16,89
2022-06-13,Dhule,Amoxicillin,antibiotic,tier2,0.16,58
2022-06-13,Dhule,Vitamin D3,chronic,tier2,0.16,46
2022-06-13,Dhule,Ibuprofen,fever_cold,tier2,0.16,78
2022-06-13,Ahmednagar,Paracetamol,fever_cold,tier2,0.2,120
2022-06-13,Ahmednagar,Azithromycin,antibiotic,tier2,0.2,70
2022-06-13,Ahmednagar,ORS Sachets,OTC,tier2,0.2,208
2022-06-13,Ahmednagar,Cetirizine,OTC,tier2,0.2,154
2022-06-13,Ahmednagar,Metformin,chronic,tier2,0.2,82
2022-06-13,Ahmednagar,Insulin Glargine,chronic,tier2,0.2,49
2022-06-13,Ahmednagar,Omeprazole,gastro,tier2,0.2,93
2022-06-13,Ahmednagar,Amoxicillin,antibiotic,tier2,0.2,97
2022-06-13,Ahmednagar,Vitamin D3,chronic,tier2,0.2,58
2022-06-13,Ahmednagar,Ibuprofen,fever_cold,tier2,0.2,103
2022-06-13,Chandrapur,Paracetamol,fever_cold,tier2,0.15,71
2022-06-13,Chandrapur,Azithromycin,antibiotic,tier2,0.15,58
2022-06-13,Chandrapur,ORS Sachets,OTC,tier2,0.15,178
2022-06-13,Chandrapur,Cetirizine,OTC,tier2,0.15,127
2022-06-13,Chandrapur,Metformin,chronic,tier2,0.15,60
2022-06-13,Chandrapur,Insulin Glargine,chronic,tier2,0.15,36
2022-06-13,Chandrapur,Omeprazole,gastro,tier2,0.15,72
2022-06-13,Chandrapur,Amoxicillin,antibiotic,tier2,0.15,61
2022-06-13,Chandrapur,Vitamin D3,chronic,tier2,0.15,47
2022-06-13,Chandrapur,Ibuprofen,fever_cold,tier2,0.15,78
2022-06-13,Parbhani,Paracetamol,fever_cold,tier2,0.14,76
2022-06-13,Parbhani,Azithromycin,antibiotic,tier2,0.14,45
2022-06-13,Parbhani,ORS Sachets,OTC,tier2,0.14,166
2022-06-13,Parbhani,Cetirizine,OTC,tier2,0.14,114
2022-06-13,Parbhani,Metformin,chronic,tier2,0.14,52
2022-06-13,Parbhani,Insulin Glargine,chronic,tier2,0.14,35
2022-06-13,Parbhani,Omeprazole,gastro,tier2,0.14,76
2022-06-13,Parbhani,Amoxicillin,antibiotic,tier2,0.14,67
2022-06-13,Parbhani,Vitamin D3,chronic,tier2,0.14,40
2022-06-13,Parbhani,Ibuprofen,fever_cold,tier2,0.14,46
2022-06-13,Ichalkaranji,Paracetamol,fever_cold,tier2,0.13,72
2022-06-13,Ichalkaranji,Azithromycin,antibiotic,tier2,0.13,48
2022-06-13,Ichalkaranji,ORS Sachets,OTC,tier2,0.13,105
2022-06-13,Ichalkaranji,Cetirizine,OTC,tier2,0.13,93
2022-06-13,Ichalkaranji,Metformin,chronic,tier2,0.13,62
2022-06-13,Ichalkaranji,Insulin Glargine,chronic,tier2,0.13,31
2022-06-13,Ichalkaranji,Omeprazole,gastro,tier2,0.13,76
2022-06-13,Ichalkaranji,Amoxicillin,antibiotic,tier2,0.13,50
2022-06-13,Ichalkaranji,Vitamin D3,chronic,tier2,0.13,35
2022-06-13,Ichalkaranji,Ibuprofen,fever_cold,tier2,0.13,61
2022-06-13,Bid,Paracetamol,fever_cold,tier2,0.12,63
2022-06-13,Bid,Azithromycin,antibiotic,tier2,0.12,41
2022-06-13,Bid,ORS Sachets,OTC,tier2,0.12,127
2022-06-13,Bid,Cetirizine,OTC,tier2,0.12,100
2022-06-13,Bid,Metformin,chronic,tier2,0.12,50
2022-06-13,Bid,Insulin Glargine,chronic,tier2,0.12,27
2022-06-13,Bid,Omeprazole,gastro,tier2,0.12,69
2022-06-13,Bid,Amoxicillin,antibiotic,tier2,0.12,39
2022-06-13,Bid,Vitamin D3,chronic,tier2,0.12,32
2022-06-13,Bid,Ibuprofen,fever_cold,tier2,0.12,62
2022-06-20,Mumbai,Paracetamol,fever_cold,metro,1.0,1891
2022-06-20,Mumbai,Azithromycin,antibiotic,metro,1.0,1192
2022-06-20,Mumbai,ORS Sachets,OTC,metro,1.0,2846
2022-06-20,Mumbai,Cetirizine,OTC,metro,1.0,2471
2022-06-20,Mumbai,Metformin,chronic,metro,1.0,1382
2022-06-20,Mumbai,Insulin Glargine,chronic,metro,1.0,736
2022-06-20,Mumbai,Omeprazole,gastro,metro,1.0,1685
2022-06-20,Mumbai,Amoxicillin,antibiotic,metro,1.0,1510
2022-06-20,Mumbai,Vitamin D3,chronic,metro,1.0,1071
2022-06-20,Mumbai,Ibuprofen,fever_cold,metro,1.0,1533
2022-06-20,Pune,Paracetamol,fever_cold,metro,0.75,1452
2022-06-20,Pune,Azithromycin,antibiotic,metro,0.75,693
2022-06-20,Pune,ORS Sachets,OTC,metro,0.75,2967
2022-06-20,Pune,Cetirizine,OTC,metro,0.75,1830
2022-06-20,Pune,Metformin,chronic,metro,0.75,1066
2022-06-20,Pune,Insulin Glargine,chronic,metro,0.75,593
2022-06-20,Pune,Omeprazole,gastro,metro,0.75,1545
2022-06-20,Pune,Amoxicillin,antibiotic,metro,0.75,940
2022-06-20,Pune,Vitamin D3,chronic,metro,0.75,774
2022-06-20,Pune,Ibuprofen,fever_cold,metro,0.75,1166
2022-06-20,Nagpur,Paracetamol,fever_cold,tier1,0.55,536
2022-06-20,Nagpur,Azithromycin,antibiotic,tier1,0.55,355
2022-06-20,Nagpur,ORS Sachets,OTC,tier1,0.55,951
2022-06-20,Nagpur,Cetirizine,OTC,tier1,0.55,815
2022-06-20,Nagpur,Metformin,chronic,tier1,0.55,422
2022-06-20,Nagpur,Insulin Glargine,chronic,tier1,0.55,245
2022-06-20,Nagpur,Omeprazole,gastro,tier1,0.55,555
2022-06-20,Nagpur,Amoxicillin,antibiotic,tier1,0.55,464
2022-06-20,Nagpur,Vitamin D3,chronic,tier1,0.55,316
2022-06-20,Nagpur,Ibuprofen,fever_cold,tier1,0.55,433
2022-06-20,Thane,Paracetamol,fever_cold,tier1,0.5,538
2022-06-20,Thane,Azithromycin,antibiotic,tier1,0.5,283
2022-06-20,Thane,ORS Sachets,OTC,tier1,0.5,1077
2022-06-20,Thane,Cetirizine,OTC,tier1,0.5,798
2022-06-20,Thane,Metformin,chronic,tier1,0.5,348
2022-06-20,Thane,Insulin Glargine,chronic,tier1,0.5,221
2022-06-20,Thane,Omeprazole,gastro,tier1,0.5,477
2022-06-20,Thane,Amoxicillin,antibiotic,tier1,0.5,350
2022-06-20,Thane,Vitamin D3,chronic,tier1,0.5,294
2022-06-20,Thane,Ibuprofen,fever_cold,tier1,0.5,411
2022-06-20,Nashik,Paracetamol,fever_cold,tier1,0.42,382
2022-06-20,Nashik,Azithromycin,antibiotic,tier1,0.42,280
2022-06-20,Nashik,ORS Sachets,OTC,tier1,0.42,917
2022-06-20,Nashik,Cetirizine,OTC,tier1,0.42,613
2022-06-20,Nashik,Metformin,chronic,tier1,0.42,342
2022-06-20,Nashik,Insulin Glargine,chronic,tier1,0.42,190
2022-06-20,Nashik,Omeprazole,gastro,tier1,0.42,329
2022-06-20,Nashik,Amoxicillin,antibiotic,tier1,0.42,303
2022-06-20,Nashik,Vitamin D3,chronic,tier1,0.42,225
2022-06-20,Nashik,Ibuprofen,fever_cold,tier1,0.42,387
2022-06-20,Aurangabad,Paracetamol,fever_cold,tier1,0.38,277
2022-06-20,Aurangabad,Azithromycin,antibiotic,tier1,0.38,328
2022-06-20,Aurangabad,ORS Sachets,OTC,tier1,0.38,812
2022-06-20,Aurangabad,Cetirizine,OTC,tier1,0.38,574
2022-06-20,Aurangabad,Metformin,chronic,tier1,0.38,310
2022-06-20,Aurangabad,Insulin Glargine,chronic,tier1,0.38,187
2022-06-20,Aurangabad,Omeprazole,gastro,tier1,0.38,414
2022-06-20,Aurangabad,Amoxicillin,antibiotic,tier1,0.38,326
2022-06-20,Aurangabad,Vitamin D3,chronic,tier1,0.38,210
2022-06-20,Aurangabad,Ibuprofen,fever_cold,tier1,0.38,330
2022-06-20,Solapur,Paracetamol,fever_cold,tier2,0.3,154
2022-06-20,Solapur,Azithromycin,antibiotic,tier2,0.3,97
2022-06-20,Solapur,ORS Sachets,OTC,tier2,0.3,291
2022-06-20,Solapur,Cetirizine,OTC,tier2,0.3,204
2022-06-20,Solapur,Metformin,chronic,tier2,0.3,126
2022-06-20,Solapur,Insulin Glargine,chronic,tier2,0.3,66
2022-06-20,Solapur,Omeprazole,gastro,tier2,0.3,167
2022-06-20,Solapur,Amoxicillin,antibiotic,tier2,0.3,125
2022-06-20,Solapur,Vitamin D3,chronic,tier2,0.3,91
2022-06-20,Solapur,Ibuprofen,fever_cold,tier2,0.3,136
2022-06-20,Kolhapur,Paracetamol,fever_cold,tier2,0.28,198
2022-06-20,Kolhapur,Azithromycin,antibiotic,tier2,0.28,117
2022-06-20,Kolhapur,ORS Sachets,OTC,tier2,0.28,246
2022-06-20,Kolhapur,Cetirizine,OTC,tier2,0.28,233
2022-06-20,Kolhapur,Metformin,chronic,tier2,0.28,114
2022-06-20,Kolhapur,Insulin Glargine,chronic,tier2,0.28,64
2022-06-20,Kolhapur,Omeprazole,gastro,tier2,0.28,132
2022-06-20,Kolhapur,Amoxicillin,antibiotic,tier2,0.28,124
2022-06-20,Kolhapur,Vitamin D3,chronic,tier2,0.28,81
2022-06-20,Kolhapur,Ibuprofen,fever_cold,tier2,0.28,147
2022-06-20,Amravati,Paracetamol,fever_cold,tier2,0.25,148
2022-06-20,Amravati,Azithromycin,antibiotic,tier2,0.25,105
2022-06-20,Amravati,ORS Sachets,OTC,tier2,0.25,235
2022-06-20,Amravati,Cetirizine,OTC,tier2,0.25,214
2022-06-20,Amravati,Metformin,chronic,tier2,0.25,108
2022-06-20,Amravati,Insulin Glargine,chronic,tier2,0.25,59
2022-06-20,Amravati,Omeprazole,gastro,tier2,0.25,126
2022-06-20,Amravati,Amoxicillin,antibiotic,tier2,0.25,125
2022-06-20,Amravati,Vitamin D3,chronic,tier2,0.25,76
2022-06-20,Amravati,Ibuprofen,fever_cold,tier2,0.25,128
2022-06-20,Nanded,Paracetamol,fever_cold,tier2,0.22,109
2022-06-20,Nanded,Azithromycin,antibiotic,tier2,0.22,68
2022-06-20,Nanded,ORS Sachets,OTC,tier2,0.22,217
2022-06-20,Nanded,Cetirizine,OTC,tier2,0.22,176
2022-06-20,Nanded,Metformin,chronic,tier2,0.22,87
2022-06-20,Nanded,Insulin Glargine,chronic,tier2,0.22,53
2022-06-20,Nanded,Omeprazole,gastro,tier2,0.22,100
2022-06-20,Nanded,Amoxicillin,antibiotic,tier2,0.22,80
2022-06-20,Nanded,Vitamin D3,chronic,tier2,0.22,68
2022-06-20,Nanded,Ibuprofen,fever_cold,tier2,0.22,112
2022-06-20,Sangli,Paracetamol,fever_cold,tier2,0.2,104
2022-06-20,Sangli,Azithromycin,antibiotic,tier2,0.2,63
2022-06-20,Sangli,ORS Sachets,OTC,tier2,0.2,183
2022-06-20,Sangli,Cetirizine,OTC,tier2,0.2,155
2022-06-20,Sangli,Metformin,chronic,tier2,0.2,87
2022-06-20,Sangli,Insulin Glargine,chronic,tier2,0.2,50
2022-06-20,Sangli,Omeprazole,gastro,tier2,0.2,104
2022-06-20,Sangli,Amoxicillin,antibiotic,tier2,0.2,72
2022-06-20,Sangli,Vitamin D3,chronic,tier2,0.2,61
2022-06-20,Sangli,Ibuprofen,fever_cold,tier2,0.2,88
2022-06-20,Jalgaon,Paracetamol,fever_cold,tier2,0.22,113
2022-06-20,Jalgaon,Azithromycin,antibiotic,tier2,0.22,92
2022-06-20,Jalgaon,ORS Sachets,OTC,tier2,0.22,267
2022-06-20,Jalgaon,Cetirizine,OTC,tier2,0.22,182
2022-06-20,Jalgaon,Metformin,chronic,tier2,0.22,87
2022-06-20,Jalgaon,Insulin Glargine,chronic,tier2,0.22,53
2022-06-20,Jalgaon,Omeprazole,gastro,tier2,0.22,133
2022-06-20,Jalgaon,Amoxicillin,antibiotic,tier2,0.22,88
2022-06-20,Jalgaon,Vitamin D3,chronic,tier2,0.22,70
2022-06-20,Jalgaon,Ibuprofen,fever_cold,tier2,0.22,119
2022-06-20,Akola,Paracetamol,fever_cold,tier2,0.18,113
2022-06-20,Akola,Azithromycin,antibiotic,tier2,0.18,67
2022-06-20,Akola,ORS Sachets,OTC,tier2,0.18,212
2022-06-20,Akola,Cetirizine,OTC,tier2,0.18,171
2022-06-20,Akola,Metformin,chronic,tier2,0.18,77
2022-06-20,Akola,Insulin Glargine,chronic,tier2,0.18,42
2022-06-20,Akola,Omeprazole,gastro,tier2,0.18,94
2022-06-20,Akola,Amoxicillin,antibiotic,tier2,0.18,78
2022-06-20,Akola,Vitamin D3,chronic,tier2,0.18,51
2022-06-20,Akola,Ibuprofen,fever_cold,tier2,0.18,85
2022-06-20,Latur,Paracetamol,fever_cold,tier2,0.17,102
2022-06-20,Latur,Azithromycin,antibiotic,tier2,0.17,45
2022-06-20,Latur,ORS Sachets,OTC,tier2,0.17,226
2022-06-20,Latur,Cetirizine,OTC,tier2,0.17,156
2022-06-20,Latur,Metformin,chronic,tier2,0.17,70
2022-06-20,Latur,Insulin Glargine,chronic,tier2,0.17,42
2022-06-20,Latur,Omeprazole,gastro,tier2,0.17,93
2022-06-20,Latur,Amoxicillin,antibiotic,tier2,0.17,82
2022-06-20,Latur,Vitamin D3,chronic,tier2,0.17,54
2022-06-20,Latur,Ibuprofen,fever_cold,tier2,0.17,70
2022-06-20,Dhule,Paracetamol,fever_cold,tier2,0.16,91
2022-06-20,Dhule,Azithromycin,antibiotic,tier2,0.16,56
2022-06-20,Dhule,ORS Sachets,OTC,tier2,0.16,175
2022-06-20,Dhule,Cetirizine,OTC,tier2,0.16,118
2022-06-20,Dhule,Metformin,chronic,tier2,0.16,73
2022-06-20,Dhule,Insulin Glargine,chronic,tier2,0.16,40
2022-06-20,Dhule,Omeprazole,gastro,tier2,0.16,81
2022-06-20,Dhule,Amoxicillin,antibiotic,tier2,0.16,56
2022-06-20,Dhule,Vitamin D3,chronic,tier2,0.16,47
2022-06-20,Dhule,Ibuprofen,fever_cold,tier2,0.16,80
2022-06-20,Ahmednagar,Paracetamol,fever_cold,tier2,0.2,111
2022-06-20,Ahmednagar,Azithromycin,antibiotic,tier2,0.2,83
2022-06-20,Ahmednagar,ORS Sachets,OTC,tier2,0.2,242
2022-06-20,Ahmednagar,Cetirizine,OTC,tier2,0.2,181
2022-06-20,Ahmednagar,Metformin,chronic,tier2,0.2,85
2022-06-20,Ahmednagar,Insulin Glargine,chronic,tier2,0.2,45
2022-06-20,Ahmednagar,Omeprazole,gastro,tier2,0.2,107
2022-06-20,Ahmednagar,Amoxicillin,antibiotic,tier2,0.2,95
2022-06-20,Ahmednagar,Vitamin D3,chronic,tier2,0.2,60
2022-06-20,Ahmednagar,Ibuprofen,fever_cold,tier2,0.2,101
2022-06-20,Chandrapur,Paracetamol,fever_cold,tier2,0.15,78
2022-06-20,Chandrapur,Azithromycin,antibiotic,tier2,0.15,47
2022-06-20,Chandrapur,ORS Sachets,OTC,tier2,0.15,159
2022-06-20,Chandrapur,Cetirizine,OTC,tier2,0.15,126
2022-06-20,Chandrapur,Metformin,chronic,tier2,0.15,61
2022-06-20,Chandrapur,Insulin Glargine,chronic,tier2,0.15,36
2022-06-20,Chandrapur,Omeprazole,gastro,tier2,0.15,74
2022-06-20,Chandrapur,Amoxicillin,antibiotic,tier2,0.15,71
2022-06-20,Chandrapur,Vitamin D3,chronic,tier2,0.15,44
2022-06-20,Chandrapur,Ibuprofen,fever_cold,tier2,0.15,82
2022-06-20,Parbhani,Paracetamol,fever_cold,tier2,0.14,87
2022-06-20,Parbhani,Azithromycin,antibiotic,tier2,0.14,50
2022-06-20,Parbhani,ORS Sachets,OTC,tier2,0.14,128
2022-06-20,Parbhani,Cetirizine,OTC,tier2,0.14,85
2022-06-20,Parbhani,Metformin,chronic,tier2,0.14,54
2022-06-20,Parbhani,Insulin Glargine,chronic,tier2,0.14,31
2022-06-20,Parbhani,Omeprazole,gastro,tier2,0.14,87
2022-06-20,Parbhani,Amoxicillin,antibiotic,tier2,0.14,60
2022-06-20,Parbhani,Vitamin D3,chronic,tier2,0.14,43
2022-06-20,Parbhani,Ibuprofen,fever_cold,tier2,0.14,52
2022-06-20,Ichalkaranji,Paracetamol,fever_cold,tier2,0.13,62
2022-06-20,Ichalkaranji,Azithromycin,antibiotic,tier2,0.13,52
2022-06-20,Ichalkaranji,ORS Sachets,OTC,tier2,0.13,146
2022-06-20,Ichalkaranji,Cetirizine,OTC,tier2,0.13,103
2022-06-20,Ichalkaranji,Metformin,chronic,tier2,0.13,56
2022-06-20,Ichalkaranji,Insulin Glargine,chronic,tier2,0.13,34
2022-06-20,Ichalkaranji,Omeprazole,gastro,tier2,0.13,69
